,image_id,area
212,56941,22903.0
213,27175,7811.0
214,38360,11995.0
215,21353,30398.0
216,3375,26890.0
217,34593,15786.0
218,7161,330.0
219,32895,26005.0
220,12331,23371.0
221,37583,30303.0
222,34891,25079.0
223,40955,18882.0
224,25399,6156.0
225,25846,803.0
226,14883,12049.0
227,20739,24488.0
228,32682,25461.0
229,58131,1983.0
230,32806,22405.0
231,51166,4921.0
232,55046,17501.0
233,55463,19195.0
234,25778,24052.0
235,8415,23680.0
236,38844,13785.0
237,33230,17163.0
238,32084,19180.0
239,36669,899.0
240,49797,13852.0
241,335,27007.0
242,2261,35003.0
243,32642,26717.0
244,18010,8473.0
245,58924,27920.0
246,41142,12586.0
247,35961,39394.0
248,16239,23354.0
249,9660,26602.0
250,20340,590.0
251,16341,6876.0
252,5327,12714.0
253,24205,33049.0
254,35190,66050.0
255,27433,23394.0
256,13236,21629.0
257,45541,21090.0
258,46399,29391.0
259,24469,22576.0
260,21208,24749.0
261,52045,6673.0
262,14593,24720.0
263,45610,23454.0
264,21851,35793.0
265,59468,21893.0
266,48696,19061.0
267,12162,10796.0
268,21358,25555.0
269,49049,23125.0
270,20853,301.0
271,5717,32705.0
272,29673,25132.0
273,47236,21174.0
274,30200,9582.0
275,6924,43053.0
276,36712,2337.0
277,9519,44980.0
278,996,10120.0
279,22525,4750.0
280,40811,20853.0
281,25673,15805.0
282,39675,19853.0
283,49385,26889.0
284,45306,21905.0
285,37080,33978.0
286,36027,15276.0
287,51303,30499.0
288,23699,16777.0
289,48206,20868.0
290,17262,14630.0
291,47344,29639.0
292,36467,34653.0
293,33404,8335.0
294,55085,12913.0
295,48527,8346.0
296,17316,90.0
297,44559,26894.0
298,53991,5042.0
299,16062,39760.0
300,19430,21615.0
301,35507,23539.0
302,53362,25398.0
303,6930,22303.0
304,31075,828.0
305,35084,11457.0
306,31941,21547.0
307,59905,18577.0
308,33893,16128.0
309,1052,19992.0
310,16002,16624.0
311,3290,19507.0
312,35153,28377.0
313,24709,5688.0
314,23907,41682.0
315,52314,23516.0
316,58410,23428.0
317,39221,2934.0
318,45951,18747.0
319,33456,1478.0
320,19513,24684.0
321,16279,19826.0
322,43245,9803.0
323,49588,8772.0
324,32613,28534.0
325,1515,15694.0
326,24638,24072.0
327,25596,3120.0
328,14497,26640.0
329,53073,5318.0
330,25343,18591.0
331,19051,33463.0
332,11094,11616.0
333,3823,9403.0
334,16274,22966.0
335,11102,24620.0
336,51292,24338.0
337,2230,20345.0
338,3869,29291.0
339,54077,12089.0
340,25993,18503.0
341,13179,34175.0
342,25972,37682.0
343,47029,10511.0
344,44440,6717.0
345,2721,33769.0
346,35224,22578.0
347,27582,21518.0
348,26947,332.0
349,10827,12243.0
350,17403,6652.0
351,1676,29664.0
352,59549,1647.0
353,47741,35793.0
354,36363,17415.0
355,17685,20809.0
356,22905,15280.0
357,35272,8895.0
358,30038,32522.0
359,22421,20437.0
360,16825,8839.0
361,50282,8858.0
362,13443,24966.0
363,32990,25448.0
364,599,17404.0
365,11955,6916.0
366,36220,18259.0
367,53958,10621.0
368,2634,20138.0
369,47095,17395.0
370,23684,25392.0
371,8483,33194.0
372,23845,21173.0
373,60240,29701.0
374,56227,15664.0
375,30018,26608.0
376,43517,35431.0
377,40961,22112.0
378,59247,28967.0
379,45682,16741.0
380,46045,11777.0
381,6739,54537.0
382,12075,22784.0
383,53499,21169.0
384,56479,15522.0
385,58090,8940.0
386,56604,15669.0
387,34411,9308.0
388,45523,21213.0
389,27031,27150.0
390,32451,22883.0
391,47372,16559.0
392,27694,21980.0
393,19928,5478.0
394,29180,24699.0
395,50639,6351.0
396,57956,27867.0
397,30270,1190.0
398,33625,66.0
399,5167,18597.0
400,17555,13949.0
401,33071,12810.0
402,35802,33609.0
403,15595,13617.0
404,43364,9247.0
405,47336,14510.0
406,48869,28923.0
407,7426,22535.0
408,17496,20851.0
409,31689,19971.0
410,54116,23382.0
411,28174,17359.0
412,50828,21352.0
413,6001,26580.0
414,53140,1519.0
415,5965,19769.0
416,42505,30787.0
417,45086,7904.0
418,21710,15939.0
419,17188,29473.0
420,24190,22601.0
421,8196,21048.0
422,28661,27431.0
423,48193,21417.0
424,36632,20625.0
425,12192,6429.0
426,16833,42194.0
427,22128,17932.0
428,48160,31829.0
429,52195,11405.0
430,20901,26050.0
431,59018,2460.0
432,6880,29139.0
433,5484,17576.0
434,13234,7913.0
435,48322,12657.0
436,48398,19472.0
437,13985,34199.0
438,39097,48298.0
439,10386,21566.0
440,11902,11188.0
441,48438,7959.0
442,36261,30775.0
443,27594,25058.0
444,4563,41087.0
445,34154,16073.0
446,33870,888.0
447,4559,27708.0
448,45111,7582.0
449,12023,13591.0
450,59688,12408.0
451,25546,5610.0
452,51496,1276.0
453,38528,35942.0
454,22551,18266.0
455,31836,23258.0
456,6660,20314.0
457,14647,27360.0
458,60051,55880.0
459,9028,12899.0
460,37011,25608.0
461,55036,26947.0
462,14684,21916.0
463,58360,14413.0
464,14871,16697.0
465,51939,23866.0
466,55385,9769.0
467,35031,11183.0
468,11123,80.0
469,46434,6578.0
470,30152,11804.0
471,46325,40230.0
472,42593,38093.0
473,54474,1488.0
474,49622,33460.0
475,49610,8418.0
476,24562,24894.0
477,11943,23808.0
478,15334,24110.0
479,57341,19424.0
480,20307,33073.0
481,17101,22121.0
482,3293,4811.0
483,32139,24315.0
484,5971,69.0
485,3609,19220.0
486,22217,12656.0
487,26337,34059.0
488,43527,14036.0
489,21027,24145.0
490,52644,887.0
491,10211,5340.0
492,36835,12869.0
493,11554,12036.0
494,58915,3594.0
495,52741,15111.0
496,1793,19965.0
497,15929,17455.0
498,15985,24321.0
499,30134,14948.0
500,60016,15028.0
501,1677,16716.0
502,9301,18505.0
503,25641,13879.0
504,53177,20257.0
505,18054,28543.0
506,49917,26939.0
507,3629,22099.0
508,5845,7200.0
509,58042,20562.0
510,56386,20303.0
511,28900,50898.0
512,59460,19493.0
513,44712,12008.0
514,40721,14867.0
515,57660,9326.0
516,707,74817.0
517,30096,16831.0
518,49202,11820.0
519,24221,806.0
520,34788,28193.0
521,45558,18525.0
522,36591,26735.0
523,27864,9097.0
524,36240,15586.0
525,53003,22596.0
526,28910,31217.0
527,5627,16982.0
528,38599,15776.0
529,33752,22781.0
530,41764,16806.0
531,52514,9181.0
532,23487,34891.0
533,14940,7463.0
534,54136,17342.0
535,32953,23435.0
536,20973,31616.0
537,5294,32982.0
538,44093,31552.0
539,39386,23986.0
540,16826,24893.0
541,53080,30312.0
542,19936,24696.0
543,20486,122.0
544,35931,32892.0
545,30214,9598.0
546,41661,33571.0
547,50995,27346.0
548,37858,19237.0
549,35575,13788.0
550,44947,12807.0
551,9318,6675.0
552,12761,8824.0
553,18902,18594.0
554,20767,25569.0
555,30684,895.0
556,20104,11136.0
557,28031,28542.0
558,60021,28667.0
559,1279,68241.0
560,26241,24679.0
561,55525,15505.0
562,54062,28237.0
563,56587,1561.0
564,36898,21438.0
565,31861,17438.0
566,37308,21042.0
567,3280,25764.0
568,6091,5457.0
569,37895,26113.0
570,22164,16121.0
571,22043,13587.0
572,59072,20154.0
573,43476,9475.0
574,20449,25812.0
575,5001,29136.0
576,50538,28188.0
577,9294,30380.0
578,17202,21731.0
579,28860,11314.0
580,59935,11820.0
581,14780,565.0
582,34437,30.0
583,31998,3571.0
584,27146,13750.0
585,24215,26167.0
586,28143,13297.0
587,13090,20148.0
588,59572,21088.0
589,34825,26498.0
590,49655,32916.0
591,45211,18442.0
592,16196,24503.0
593,54270,2404.0
594,46674,61.0
595,11393,15105.0
596,32812,21162.0
597,46791,30278.0
598,17518,25084.0
599,17943,22109.0
600,15655,38762.0
601,22885,12638.0
602,23070,8870.0
603,17919,39011.0
604,18338,3571.0
605,26866,20428.0
606,21438,19237.0
607,7363,9163.0
608,25361,18113.0
609,35795,24673.0
610,21778,18155.0
611,57911,22354.0
612,50261,16599.0
613,11504,9647.0
614,33712,9863.0
615,36469,4750.0
616,41657,23426.0
617,23080,23216.0
618,51627,17322.0
619,33767,34662.0
620,12540,19966.0
621,34875,27023.0
622,34120,29139.0
623,19688,39033.0
624,54532,43231.0
625,19233,4793.0
626,33798,15503.0
627,19816,10802.0
628,8006,8365.0
629,2366,11847.0
630,20596,18472.0
631,44714,25421.0
632,53893,6255.0
633,3885,20649.0
634,38988,27352.0
635,51296,24360.0
636,9201,24264.0
637,43513,30303.0
638,4371,14115.0
639,54656,6529.0
640,9995,17255.0
641,39437,30621.0
642,36845,17390.0
643,52770,22868.0
644,52039,16134.0
645,127,35183.0
646,16985,11975.0
647,43732,7900.0
648,45804,5840.0
649,58271,20305.0
650,42616,20633.0
651,44798,24418.0
652,11814,18466.0
653,36157,16593.0
654,11315,30143.0
655,19474,13080.0
656,49494,8919.0
657,58424,24889.0
658,52716,27997.0
659,12149,19176.0
660,6910,28537.0
661,32425,24841.0
662,38722,17302.0
663,26619,21633.0
664,59578,17837.0
665,24788,33956.0
666,40706,15776.0
667,2526,548.0
668,26170,20297.0
669,17005,19448.0
670,46771,18556.0
671,9282,22113.0
672,9945,21454.0
673,23462,12988.0
674,19345,462.0
675,10556,31424.0
676,46978,26209.0
677,31246,20737.0
678,42220,46825.0
679,56613,19228.0
680,13676,20028.0
681,56011,12513.0
682,56422,17734.0
683,47822,16417.0
684,38114,22941.0
685,57315,5999.0
686,37235,31138.0
687,52123,28361.0
688,59726,114.0
689,17664,34938.0
690,16960,32008.0
691,12245,32086.0
692,53823,34383.0
693,11588,34238.0
694,52369,26809.0
695,3090,4152.0
696,18219,16803.0
697,24810,11937.0
698,20873,21026.0
699,55445,24472.0
700,23420,22650.0
701,31686,14830.0
702,50346,3452.0
703,1385,21564.0
704,18075,13818.0
705,42715,22125.0
706,32144,21488.0
707,36243,5955.0
708,10895,12390.0
709,50482,10948.0
710,44983,16212.0
711,1936,32339.0
712,43367,16112.0
713,58793,10328.0
714,17474,15041.0
715,21546,28272.0
716,8938,22524.0
717,8650,21437.0
718,18930,22730.0
719,29246,10186.0
720,22527,20847.0
721,41850,8171.0
722,59827,18367.0
723,27150,1995.0
724,41984,26935.0
725,60119,23426.0
726,21156,7546.0
727,12605,24202.0
728,26976,10376.0
729,17818,2761.0
730,46268,16647.0
731,57823,23042.0
732,1384,6192.0
733,6623,17561.0
734,9291,26609.0
735,40176,22685.0
736,18037,14564.0
737,6212,10466.0
738,20349,28662.0
739,42874,9730.0
740,478,20833.0
741,12787,9626.0
742,50027,20681.0
743,17736,21605.0
744,1337,6095.0
745,14828,27529.0
746,14356,26147.0
747,36152,12099.0
748,20087,26402.0
749,22501,34064.0
750,29256,28980.0
751,3855,19746.0
752,17861,29383.0
753,10967,26509.0
754,40724,5297.0
755,33817,23378.0
756,35531,25421.0
757,16726,27997.0
758,5010,17984.0
759,5885,9690.0
760,21630,17449.0
761,11764,55510.0
762,56380,4024.0
763,31289,23108.0
764,32724,12191.0
765,39355,24174.0
766,37716,7867.0
767,46508,26207.0
768,40084,16856.0
769,34895,13965.0
770,32000,28583.0
771,11073,14512.0
772,32092,20755.0
773,29548,26884.0
774,11959,11091.0
775,16941,10407.0
776,32756,50860.0
777,25585,1074.0
778,12765,23551.0
779,3140,19954.0
780,28353,14868.0
781,25743,32024.0
782,34153,31361.0
783,33976,20006.0
784,27963,27810.0
785,2233,1341.0
786,41387,25683.0
787,23753,3822.0
788,9882,22233.0
789,37032,11600.0
790,8974,25512.0
791,22453,445.0
792,21297,6282.0
793,15171,18083.0
794,10823,27108.0
795,12724,3090.0
796,27204,14020.0
797,20397,0.0
798,19631,24847.0
799,9200,6568.0
800,56675,26069.0
801,37980,651.0
802,9930,21627.0
803,2163,11858.0
804,28134,5246.0
805,7858,27404.0
806,58495,4353.0
807,39519,23171.0
808,46659,31079.0
809,2567,28034.0
810,18277,3661.0
811,50307,12391.0
812,28953,18128.0
813,16324,23319.0
814,9090,19052.0
815,34482,108.0
816,52618,27076.0
817,15504,16103.0
818,876,18437.0
819,32705,17345.0
820,54073,22496.0
821,31523,28473.0
822,30767,25583.0
823,4258,25749.0
824,58567,21816.0
825,40708,25037.0
826,22571,11882.0
827,26050,22247.0
828,43363,29788.0
829,25539,9191.0
830,57336,37467.0
831,20270,28639.0
832,51223,22587.0
833,33,28084.0
834,44516,42822.0
835,38003,24513.0
836,25818,7051.0
837,47397,24546.0
838,46761,10028.0
839,4951,23053.0
840,55657,15527.0
841,20490,26292.0
842,32380,16437.0
843,162,29836.0
844,15906,27728.0
845,17499,25550.0
846,35841,22623.0
847,32424,21368.0
848,47313,9093.0
849,47567,30092.0
850,56306,24152.0
851,16663,18019.0
852,21147,53922.0
853,47274,22528.0
854,34657,62912.0
855,45857,20972.0
856,58926,10228.0
857,18985,31068.0
858,27123,26769.0
859,47481,24845.0
860,24191,18914.0
861,41560,15951.0
862,27418,38537.0
863,55928,16713.0
864,47478,7824.0
865,57773,24668.0
866,56717,320.0
867,47133,21357.0
868,27608,13325.0
869,2402,25672.0
870,44358,23858.0
871,569,26925.0
872,40593,10349.0
873,29506,18762.0
874,23523,10546.0
875,10444,14056.0
876,15654,8426.0
877,11320,8635.0
878,30848,8419.0
879,50685,30065.0
880,30569,20453.0
881,2934,16875.0
882,1375,30139.0
883,16386,27078.0
884,41956,24517.0
885,55749,16718.0
886,57558,14548.0
887,58402,25901.0
888,57090,28113.0
889,47566,24645.0
890,9307,20831.0
891,32592,20527.0
892,36472,15092.0
893,984,24643.0
894,25286,6297.0
895,1539,26453.0
896,3478,20433.0
897,58251,15041.0
898,36473,14476.0
899,55835,12813.0
900,28234,17649.0
901,23952,4392.0
902,37600,32543.0
903,56947,16043.0
904,20509,16941.0
905,56755,24608.0
906,20187,12579.0
907,25607,48383.0
908,41648,11617.0
909,3019,25774.0
910,19746,34415.0
911,28650,14109.0
912,45000,8381.0
913,58316,36070.0
914,2159,605.0
915,54030,11190.0
916,39608,16724.0
917,9509,22566.0
918,5292,17402.0
919,45074,54561.0
920,1207,15638.0
921,10854,19846.0
922,47428,26046.0
923,313,5507.0
924,57349,26151.0
925,23882,16864.0
926,54585,11256.0
927,42084,10477.0
928,39534,26069.0
929,31574,29895.0
930,37744,847.0
931,3417,25563.0
932,1340,20538.0
933,16543,7194.0
934,40222,32972.0
935,59714,63572.0
936,42647,22428.0
937,45939,7536.0
938,3143,21354.0
939,41496,16921.0
940,57586,24371.0
941,54088,22070.0
942,52235,24836.0
943,18727,32565.0
944,16200,27265.0
945,48037,24816.0
946,20287,18414.0
947,33920,22385.0
948,25155,563.0
949,16106,10878.0
950,21582,19599.0
951,58196,18170.0
952,24486,28554.0
953,39889,28850.0
954,6795,3752.0
955,48867,57227.0
956,21994,31670.0
957,35481,23558.0
958,4456,48909.0
959,58727,21756.0
960,41420,21760.0
961,45030,27454.0
962,17191,26705.0
963,53482,10907.0
964,7145,709.0
965,13147,17874.0
966,34854,21253.0
967,16038,3211.0
968,40667,24965.0
969,40914,25720.0
970,30827,3362.0
971,29621,1268.0
972,53748,8010.0
973,14906,6055.0
974,10557,11026.0
975,44674,10354.0
976,47992,22471.0
977,35421,13486.0
978,6612,21155.0
979,49974,12194.0
980,38099,20210.0
981,60249,26393.0
982,12086,21041.0
983,20344,17212.0
984,12869,29767.0
985,33265,9919.0
986,23608,21022.0
987,37497,21767.0
988,49406,17092.0
989,47164,19167.0
990,58393,17625.0
991,41146,8401.0
992,12613,38112.0
993,45342,17662.0
994,3729,23764.0
995,19658,1829.0
996,43092,1774.0
997,54396,25379.0
998,35600,30394.0
999,22209,28672.0
1000,57184,31759.0
1001,4283,3669.0
1002,41169,24895.0
1003,25393,19524.0
1004,15041,62370.0
1005,28974,19604.0
1006,6594,21753.0
1007,40735,6809.0
1008,18103,27619.0
1009,30905,7904.0
1010,54816,26859.0
1011,37226,17209.0
1012,82,30914.0
1013,25544,21772.0
1014,29470,14930.0
1015,23175,2891.0
1016,8478,23016.0
1017,27687,33535.0
1018,40352,16331.0
1019,12939,19489.0
1020,59044,14502.0
1021,8155,15152.0
1022,29343,21938.0
1023,52676,1257.0
1024,19373,25821.0
1025,5204,19098.0
1026,21854,29252.0
1027,51980,1632.0
1028,30447,12700.0
1029,26176,9003.0
1030,4485,37794.0
1031,47621,18574.0
1032,32168,26045.0
1033,24801,8365.0
1034,31889,17929.0
1035,52207,25355.0
1036,16276,20285.0
1037,59651,37088.0
1038,8119,22057.0
1039,46013,22250.0
1040,24128,12969.0
1041,22569,36725.0
1042,26345,28963.0
1043,13172,18376.0
1044,19391,80550.0
1045,381,28292.0
1046,51692,18375.0
1047,47750,1512.0
1048,32145,27509.0
1049,10341,15084.0
1050,16203,12461.0
1051,10552,563.0
1052,24651,22813.0
1053,8388,33205.0
1054,8310,16719.0
1055,23109,13925.0
1056,15250,3777.0
1057,26720,17159.0
1058,48330,22749.0
1059,28962,5857.0
1060,54492,23575.0
1061,17900,4304.0
1062,58961,12572.0
1063,48256,16525.0
1064,1703,27909.0
1065,47152,4018.0
1066,11232,22162.0
1067,43589,30180.0
1068,27983,33590.0
1069,13009,10436.0
1070,40677,90000.0
1071,32942,47836.0
1072,21049,29755.0
1073,30119,20240.0
1074,59244,18879.0
1075,43851,1603.0
1076,52848,16266.0
1077,40657,26560.0
1078,32336,35223.0
1079,35458,24240.0
1080,47832,30089.0
1081,34627,54278.0
1082,17444,26195.0
1083,763,26720.0
1084,24266,21371.0
1085,37372,39458.0
1086,17986,6.0
1087,10620,14609.0
1088,46128,16537.0
1089,30646,20235.0
1090,20015,10917.0
1091,59485,6571.0
1092,35344,23352.0
1093,43860,17115.0
1094,37369,21990.0
1095,18249,17721.0
1096,39202,26022.0
1097,58529,14345.0
1098,29539,28417.0
1099,43235,21454.0
1100,19488,3602.0
1101,12425,27029.0
1102,7187,12601.0
1103,50719,33423.0
1104,22637,28142.0
1105,45914,22576.0
1106,59099,27314.0
1107,4320,11962.0
1108,40047,33069.0
1109,1078,27758.0
1110,44643,23685.0
1111,28662,1445.0
1112,3068,35050.0
1113,52488,28122.0
1114,25850,9592.0
1115,14510,19969.0
1116,31592,25650.0
1117,51828,4095.0
1118,5583,19777.0
1119,25581,4452.0
1120,6312,34938.0
1121,11635,17937.0
1122,22936,14867.0
1123,48750,29521.0
1124,31904,8418.0
1125,17463,20520.0
1126,57898,24551.0
1127,18586,24082.0
1128,30947,2412.0
1129,11673,22794.0
1130,45146,27360.0
1131,20170,35430.0
1132,18924,24305.0
1133,12188,29936.0
1134,16229,39655.0
1135,12015,29793.0
1136,44736,21632.0
1137,9846,11455.0
1138,48189,32261.0
1139,15364,10383.0
1140,28550,12979.0
1141,20045,19889.0
1142,47136,23147.0
1143,42930,18588.0
1144,52972,7332.0
1145,28816,9273.0
1146,23179,27101.0
1147,4895,13458.0
1148,33646,44951.0
1149,36539,27960.0
1150,39790,7250.0
1151,52909,18266.0
1152,49067,14830.0
1153,30859,13007.0
1154,35297,5856.0
1155,48212,14899.0
1156,25172,20065.0
1157,33500,21058.0
1158,50074,25830.0
1159,41121,22440.0
1160,21277,50723.0
1161,60189,372.0
1162,11690,23893.0
1163,48493,26328.0
1164,42014,19891.0
1165,36262,18425.0
1166,4889,9269.0
1167,32020,16891.0
1168,36437,12615.0
1169,13214,20460.0
1170,24068,3128.0
1171,31407,26432.0
1172,2843,18802.0
1173,30875,35438.0
1174,13077,34432.0
1175,41962,28.0
1176,13701,39399.0
1177,54822,23226.0
1178,4543,8331.0
1179,54084,8773.0
1180,55573,2945.0
1181,30213,10878.0
1182,15315,23427.0
1183,6522,5196.0
1184,13279,43231.0
1185,56248,3639.0
1186,48103,15889.0
1187,23851,35048.0
1188,24045,20011.0
1189,19717,14433.0
1190,57831,15878.0
1191,41143,22777.0
1192,1359,8989.0
1193,25187,21316.0
1194,45567,10230.0
1195,40569,6655.0
1196,19806,12333.0
1197,9813,23028.0
1198,4914,2202.0
1199,51890,13332.0
1200,44421,8355.0
1201,20864,3599.0
1202,10121,19600.0
1203,51346,24118.0
1204,30333,16010.0
1205,24091,6546.0
1206,27074,11652.0
1207,40039,2331.0
1208,60287,936.0
1209,46699,15311.0
1210,16880,3068.0
1211,33116,14519.0
1212,46085,24622.0
1213,30202,29486.0
1214,38168,21063.0
1215,2562,37907.0
1216,42911,29726.0
1217,16589,3017.0
1218,24628,19849.0
1219,45732,15757.0
1220,6812,23177.0
1221,51826,21868.0
1222,46565,8159.0
1223,3228,69167.0
1224,18500,29452.0
1225,57913,13778.0
1226,34282,25585.0
1227,2574,68082.0
1228,23840,14792.0
1229,57609,1101.0
1230,57272,11953.0
1231,58704,4471.0
1232,3761,10731.0
1233,42851,29521.0
1234,55022,42769.0
1235,44547,8767.0
1236,26495,22039.0
1237,484,20199.0
1238,30688,32258.0
1239,44154,1410.0
1240,9480,18673.0
1241,53623,1317.0
1242,12703,16196.0
1243,24318,30891.0
1244,7740,36423.0
1245,46225,14477.0
1246,56970,28354.0
1247,19643,24087.0
1248,50286,26400.0
1249,47892,32251.0
1250,19004,30005.0
1251,51453,19909.0
1252,19433,27684.0
1253,51763,12943.0
1254,17711,17272.0
1255,10377,13176.0
1256,43642,43517.0
1257,55204,28475.0
1258,8643,33435.0
1259,54045,169.0
1260,56412,10759.0
1261,20875,35238.0
1262,22923,23085.0
1263,18728,8985.0
1264,1769,15512.0
1265,4997,26049.0
1266,52473,24504.0
1267,45713,938.0
1268,39003,36862.0
1269,54125,1806.0
1270,32163,9366.0
1271,8743,24075.0
1272,51099,11286.0
1273,24756,2035.0
1274,21357,4406.0
1275,8165,16007.0
1276,3391,17490.0
1277,7571,413.0
1278,30829,9636.0
1279,31873,9168.0
1280,3574,4782.0
1281,46025,6028.0
1282,25290,12896.0
1283,43399,1997.0
1284,47037,705.0
1285,20112,30.0
1286,14058,0.0
1287,41969,27079.0
1288,17357,4522.0
1289,38559,18245.0
1290,54723,9231.0
1291,51621,1611.0
1292,20762,16113.0
1293,16430,3447.0
1294,20860,394.0
1295,31066,2300.0
1296,45548,40509.0
1297,12039,5029.0
1298,36707,3467.0
1299,38293,7541.0
1300,6556,88.0
1301,28511,8761.0
1302,37420,7889.0
1303,18671,7511.0
1304,13389,11526.0
1305,32187,3794.0
1306,59511,208.0
1307,18039,7450.0
1308,57172,5974.0
1309,37291,5035.0
1310,27978,17198.0
1311,45469,8447.0
1312,19179,2352.0
1313,31450,7415.0
1314,36749,8898.0
1315,29260,23019.0
1316,20464,700.0
1317,26476,5538.0
1318,20701,24109.0
1319,58938,4418.0
1320,26514,7190.0
1321,3806,4216.0
1322,27064,3271.0
1323,3052,441.0
1324,33927,144.0
1325,9815,7779.0
1326,15452,1177.0
1327,43420,24123.0
1328,39683,15819.0
1329,27141,9637.0
1330,11212,3603.0
1331,36773,11253.0
1332,40515,8472.0
1333,46768,21624.0
1334,6216,5186.0
1335,27507,9716.0
1336,24515,9040.0
1337,51582,1788.0
1338,54002,10516.0
1339,35148,1958.0
1340,21970,7829.0
1341,38493,219.0
1342,36901,26970.0
1343,18862,2773.0
1344,57842,9403.0
1345,55072,26194.0
1346,51547,8643.0
1347,1212,25818.0
1348,52955,10427.0
1349,47304,21493.0
1350,11896,3542.0
1351,27834,2.0
1352,30939,23990.0
1353,40903,8652.0
1354,34,8749.0
1355,53060,5213.0
1356,55547,10292.0
1357,9910,1167.0
1358,47528,7806.0
1359,29540,4180.0
1360,49783,18403.0
1361,33802,3296.0
1362,40418,32788.0
1363,48765,9541.0
1364,28105,4.0
1365,55281,7312.0
1366,22574,30.0
1367,437,5828.0
1368,32908,6297.0
